0.00013176	0.001205894	0.003933095	0.007438418	0.010550968	0.012890885	0.014904772	0.015609529	0.015933586	0.015305196	0.014016212	0.012194821	0.009702302	0.007344135	0.005449563	0.004466646	0.003990667	0.003833704	0.003870241	0.004219143	0.004931757	0.005334498	0.005977004	0.007292794	0.009553226	0.008660482	0.008914478	0.008384367	0.008830487	0.011038045	0.01325898	0.012665062	0.008017143	0.003697911	0.001559108	0.000780529	0.000502902	0.000374134	0.000267962	0.000294367	0.000273861	0.000209224	0.000175976	0.000156095	9.08E-05	0.000120615	6.39E-05	5.44E-05	3.96E-05	7.25E-05	6.74E-05	3.09E-06	9.46E-06	6.79E-06	6.86E-07	2.62E-06	3.69E-05	1.48E-05	1.19E-05	1.53E-06	1.06E-06	5.27E-06	4.83E-06	1.40E-05	1.10E-05
0.000124171	0.001222006	0.003959456	0.007523554	0.010683413	0.013087096	0.015075076	0.015707356	0.016153571	0.015383669	0.014101365	0.012199083	0.009740159	0.007288462	0.005472157	0.004487003	0.003930111	0.003833704	0.003904711	0.004217018	0.004885734	0.005290772	0.006040873	0.007292794	0.009522995	0.008747821	0.008901385	0.008373024	0.008740336	0.011168008	0.013311701	0.012772422	0.008141593	0.003673587	0.001562047	0.000754986	0.000484281	0.000348333	0.000335584	0.000272473	0.000253143	0.000218951	0.000158929	0.000158929	9.37E-05	9.70E-05	5.11E-05	5.09E-05	4.26E-05	5.68E-05	5.32E-05	1.55E-06	6.55E-06	6.17E-06	2.04E-06	6.55E-06	3.69E-05	1.85E-05	1.59E-05	1.53E-06	1.05E-06	8.76E-07	2.42E-06	1.34E-05	9.34E-06
0.000136856	0.001219718	0.003973656	0.007551956	0.010709921	0.013107469	0.01516386	0.015863176	0.01621744	0.015457171	0.014227577	0.01225444	0.009811124	0.007285206	0.005437405	0.004498121	0.003985	0.003847575	0.003959456	0.004223429	0.004913359	0.005323012	0.005986488	0.00724021	0.009591682	0.008704194	0.008921071	0.008463881	0.00878042	0.01113218	0.013348197	0.01275764	0.008121951	0.003719219	0.001573808	0.000789062	0.000473654	0.000340608	0.000358139	0.000299249	0.000278471	0.000214098	0.000193017	0.000178824	0.000107867	0.000106444	7.34E-05	5.09E-05	3.38E-05	9.15E-05	9.23E-05	1.39E-05	1.24E-05	1.11E-05	6.82E-06	3.27E-06	3.76E-05	2.50E-05	1.11E-05	1.23E-05	0	8.78E-06	7.25E-06	1.57E-05	1.32E-05
0.000126711	0.001235819	0.003945264	0.007604668	0.010734516	0.013192616	0.015169293	0.016071512	0.016274204	0.015468887	0.014133272	0.012437506	0.009839504	0.007396545	0.005473899	0.004425924	0.004036087	0.003843613	0.003910791	0.004236188	0.004860434	0.005286168	0.00599122	0.007155053	0.009605403	0.008733284	0.008973451	0.008424124	0.008735357	0.011230771	0.013307636	0.012735419	0.008157981	0.003700964	0.00158848	0.000780538	0.000494933	0.000379303	0.000325574	0.000294376	0.000266956	0.000201927	0.000195845	0.000175976	8.80E-05	0.000122994	8.20E-05	4.48E-05	4.11E-05	7.57E-05	9.58E-05	1.24E-05	1.09E-05	1.36E-05	1.02E-05	4.59E-06	3.83E-05	2.31E-05	1.51E-05	1.07E-05	5.26E-06	9.66E-06	9.66E-06	1.63E-05	1.10E-05
8.11E-05	0.001224311	0.003957423	0.007667509	0.010766675	0.013122275	0.015198275	0.016078761	0.016350513	0.015707626	0.014335517	0.01251272	0.009896263	0.007367067	0.005486057	0.004427772	0.004000135	0.003782218	0.003878359	0.004182973	0.00487194	0.005247056	0.006040883	0.007272763	0.009624643	0.008878834	0.008835896	0.008429795	0.008840525	0.011163553	0.013141412	0.012876071	0.008226745	0.003694878	0.001544433	0.000743638	0.000452355	0.000338017	0.000318057	0.00025788	0.000246241	0.000197059	0.000139076	0.000141914	9.08E-05	9.93E-05	6.71E-05	4.74E-05	2.79E-05	5.68E-05	4.61E-05	0	1.24E-05	8.02E-06	3.41E-06	4.59E-06	3.19E-05	1.39E-05	1.19E-05	5.37E-06	1.05E-06	8.78E-07	4.23E-06	9.33E-06	5.49E-06
9.12E-05	0.001231216	0.004034466	0.007722255	0.010857502	0.013425848	0.015328717	0.016201954	0.016467554	0.015799434	0.014329459	0.012599293	0.009916767	0.007437481	0.005623347	0.004501811	0.004081502	0.003790143	0.003908769	0.004151046	0.00485812	0.005293081	0.006026698	0.007297807	0.009740014	0.009017112	0.008678698	0.008367357	0.008835529	0.011226301	0.013230599	0.012805733	0.008161253	0.003704003	0.0015415	0.000752155	0.000468324	0.00036382	0.000298023	0.000257882	0.000248544	0.000180031	0.000158945	0.000167462	9.37E-05	0.000120629	6.60E-05	4.65E-05	1.91E-05	5.05E-05	7.10E-05	6.19E-06	6.55E-06	9.87E-06	2.73E-06	3.93E-06	2.84E-05	1.76E-05	8.75E-06	7.67E-06	1.16E-05	4.39E-06	2.42E-06	1.22E-05	2.20E-06
0.000111507	0.001263434	0.004054743	0.007827668	0.01104484	0.013459175	0.015515333	0.016403053	0.016590028	0.01602815	0.014330994	0.012702892	0.010028716	0.007452224	0.005604226	0.004453694	0.004107998	0.003780248	0.003908774	0.00425748	0.005000809	0.005267759	0.00601724	0.007340397	0.009778454	0.008995281	0.008750753	0.008304914	0.008895626	0.011347289	0.013234656	0.012779842	0.008262772	0.003710087	0.00155031	0.000766348	0.000478967	0.00034318	0.000195345	0.000270047	0.00025545	0.000199494	0.000164624	0.00015611	0.000110695	0.000108804	7.34E-05	4.65E-05	2.64E-05	9.46E-05	7.10E-05	1.24E-05	1.02E-05	8.64E-06	3.41E-06	3.93E-06	2.98E-05	1.20E-05	1.11E-05	6.90E-06	6.31E-06	1.40E-05	4.23E-06	1.22E-05	4.39E-06
7.10E-05	0.001263434	0.004225034	0.007852007	0.011150794	0.013531366	0.015663891	0.016424787	0.01697497	0.016121681	0.014385689	0.012742619	0.009941997	0.007494794	0.005600758	0.004470342	0.004159079	0.003831728	0.003906735	0.004263857	0.004860425	0.005299981	0.0060125	0.007498172	0.009745507	0.008849725	0.008744198	0.008276529	0.008875588	0.011351767	0.013173844	0.012835373	0.008079368	0.003688796	0.00149452	0.000712417	0.000449694	0.000335437	0.000205359	0.000248149	0.00022323	0.000177596	0.000136238	0.000139076	7.38E-05	9.93E-05	6.39E-05	3.86E-05	1.91E-05	5.05E-05	3.55E-05	1.55E-06	8.01E-06	5.55E-06	6.81E-07	3.28E-06	2.41E-05	6.48E-06	2.39E-06	1.53E-06	1.26E-05	5.27E-06	2.42E-06	9.91E-06	3.30E-06
0.000101369	0.001279542	0.004186519	0.00799594	0.011201894	0.013734989	0.015890339	0.016761828	0.017037028	0.016440592	0.014545386	0.012782361	0.010038179	0.007478424	0.005614655	0.004501821	0.004045544	0.003756483	0.003910787	0.004214898	0.004899542	0.005373616	0.005943915	0.007460595	0.009715283	0.00892978	0.008698346	0.008412771	0.008895601	0.011544485	0.01336848	0.012905693	0.008197288	0.003685755	0.001529754	0.000709579	0.000444373	0.000350918	0.000227899	0.000262747	0.000209421	0.000184896	0.000105017	0.000144755	6.81E-05	8.75E-05	5.75E-05	3.77E-05	2.06E-05	4.73E-05	6.03E-05	1.08E-05	3.64E-06	5.55E-06	2.72E-06	8.51E-06	2.63E-05	8.33E-06	7.96E-07	3.84E-06	7.36E-06	1.76E-06	6.04E-07	9.91E-06	2.75E-06
0.000108971	0.001286448	0.004135837	0.00807298	0.011379749	0.013803466	0.016009912	0.01686134	0.017047711	0.016175017	0.014631967	0.012841967	0.01013909	0.007504618	0.005559041	0.004549941	0.003994463	0.003752512	0.003947282	0.004221289	0.004894946	0.005421954	0.005991214	0.007515697	0.009707032	0.008733278	0.008783495	0.008344648	0.008935681	0.011481737	0.013579327	0.012953826	0.008193989	0.003746577	0.001497456	0.000723769	0.000494931	0.000348338	0.000250439	0.00026518	0.000239338	0.000184896	0.000116371	0.000164621	7.38E-05	9.93E-05	6.17E-05	3.60E-05	2.35E-05	5.36E-05	6.39E-05	1.55E-06	1.38E-05	9.26E-06	1.36E-06	1.31E-06	2.70E-05	1.30E-05	4.77E-06	6.90E-06	5.26E-06	7.02E-06	8.45E-06	1.40E-05	5.49E-06
8.87E-05	0.001258832	0.004204767	0.008032437	0.011358941	0.014040408	0.016292543	0.016939321	0.017281805	0.016303604	0.014907236	0.01285473	0.010232134	0.007540636	0.005559042	0.004559197	0.004083386	0.003841633	0.003910787	0.004170202	0.004855817	0.00549099	0.00610947	0.007453095	0.009674085	0.008696893	0.008809698	0.008361681	0.008935685	0.01142347	0.013559058	0.013064885	0.008121959	0.003713128	0.001512138	0.0007408	0.000441712	0.0003535	0.000237918	0.000270045	0.000234737	0.000187329	0.000116371	0.000110695	0.000105017	0.000106437	6.49E-05	5.00E-05	2.79E-05	6.94E-05	7.45E-05	4.64E-06	1.02E-05	4.32E-06	2.04E-06	3.27E-06	2.41E-05	7.40E-06	5.57E-06	6.90E-06	1.89E-05	8.78E-06	7.25E-06	1.34E-05	2.75E-06
9.63E-05	0.001286448	0.004338575	0.008212878	0.011385432	0.014305112	0.016355945	0.017067921	0.017512339	0.01640209	0.01507601	0.01297249	0.010189553	0.007689659	0.005541665	0.004524025	0.004049337	0.003819854	0.00390269	0.0042447	0.004901857	0.005442668	0.006057444	0.007470613	0.009783945	0.008580452	0.008921049	0.008151648	0.008970765	0.011540008	0.013733408	0.012987149	0.008275885	0.003673594	0.0015415	0.000698226	0.000455018	0.0003535	0.00023291	0.000270047	0.00022323	0.0001703	0.000122048	0.000124888	9.37E-05	7.57E-05	5.43E-05	3.86E-05	2.64E-05	6.31E-05	4.97E-05	6.19E-06	8.01E-06	2.47E-06	4.09E-06	3.27E-06	2.84E-05	1.20E-05	7.16E-06	5.37E-06	2.00E-05	2.63E-06	6.04E-06	1.92E-05	2.20E-06
