360	0.00049
361	0.00055
362	0.0006
363	0.00062
364	0.00062
365	0.00056
366	0.00064
367	0.00064
368	0.00059
369	0.00059
370	0.00065
371	0.00064
372	0.00066
373	0.0007
374	0.00072
375	0.00072
376	0.00079
377	0.00088
378	0.00086
379	0.00081
380	0.00073
381	0.00068
382	0.00064
383	0.00061
384	0.00058
385	0.00061
386	0.00063
387	0.00065
388	0.00062
389	0.00058
390	0.00055
391	0.00053
392	0.00059
393	0.00071
394	0.00079
395	0.00078
396	0.00076
397	0.00073
398	0.00066
399	0.00062
400	0.0006
401	0.00057
402	0.00056
403	0.00055
404	0.00059
405	0.00063
406	0.00066
407	0.00064
408	0.00067
409	0.00069
410	0.00071
411	0.00073
412	0.00071
413	0.00074
414	0.00075
415	0.00074
416	0.00075
417	0.00077
418	0.0007
419	0.00063
420	0.00064
421	0.00062
422	0.00065
423	0.00074
424	0.00077
425	0.00082
426	0.00088
427	0.00095
428	0.00095
429	0.00093
430	0.00083
431	0.00078
432	0.00071
433	0.00091
434	0.00121
435	0.00144
436	0.00149
437	0.00138
438	0.00122
439	0.00096
440	0.00099
441	0.00101
442	0.00108
443	0.00108
444	0.00108
445	0.00109
446	0.00108
447	0.00116
448	0.00126
449	0.00132
450	0.00132
451	0.00138
452	0.00143
453	0.00153
454	0.00193
455	0.00368
456	0.00686
457	0.01029
458	0.01262
459	0.01325
460	0.01277
461	0.0124
462	0.01518
463	0.02358
464	0.03632
465	0.04847
466	0.05566
467	0.05454
468	0.0448
469	0.0311
470	0.02177
471	0.02387
472	0.03893
473	0.06525
474	0.09257
475	0.10599
476	0.09969
477	0.07903
478	0.05359
479	0.0375
480	0.04129
481	0.06445
482	0.09895
483	0.13754
484	0.17269
485	0.19942
486	0.21743
487	0.2283
488	0.23633
489	0.24331
490	0.24926
491	0.25393
492	0.25811
493	0.26251
494	0.26767
495	0.27372
496	0.28089
497	0.28789
498	0.29429
499	0.30036
500	0.30684
501	0.31345
502	0.3204
503	0.32772
504	0.33497
505	0.3422
506	0.34858
507	0.35482
508	0.36091
509	0.3669
510	0.37214
511	0.3774
512	0.38258
513	0.387
514	0.39189
515	0.39767
516	0.40259
517	0.40579
518	0.40929
519	0.41326
520	0.41788
521	0.4233
522	0.43006
523	0.43571
524	0.44069
525	0.44536
526	0.44948
527	0.45376
528	0.45928
529	0.46623
530	0.47339
531	0.48058
532	0.48701
533	0.49327
534	0.49928
535	0.5064
536	0.51464
537	0.5239
538	0.53409
539	0.54436
540	0.55413
541	0.56247
542	0.56972
543	0.57629
544	0.58461
545	0.5943
546	0.6061
547	0.61784
548	0.62812
549	0.63473
550	0.63897
551	0.6427
552	0.64566
553	0.64907
554	0.6525
555	0.65572
556	0.65774
557	0.65897
558	0.65951
559	0.65977
560	0.65784
561	0.65707
562	0.65559
563	0.65303
564	0.6504
565	0.65114
566	0.65457
567	0.66071
568	0.66771
569	0.67425
570	0.67919
571	0.68509
572	0.69375
573	0.70379
574	0.71319
575	0.7224
576	0.73237
577	0.74229
578	0.7526
579	0.76455
580	0.7777
581	0.78895
582	0.80066
583	0.81055
584	0.8193
585	0.82747
586	0.8376
587	0.84675
588	0.85339
589	0.85975
590	0.86286
591	0.86576
592	0.86756
593	0.86927
594	0.86955
595	0.87021
596	0.87276
597	0.87537
598	0.87903
599	0.881
600	0.8816
601	0.88188
602	0.88365
603	0.88593
604	0.88907
605	0.892
606	0.89493
607	0.89749
608	0.90133
609	0.90539
610	0.91033
611	0.91598
612	0.91961
613	0.92322
614	0.92546
615	0.92943
616	0.93311
617	0.93731
618	0.94205
619	0.94508
620	0.9502
621	0.95509
622	0.95956
623	0.96182
624	0.96246
625	0.96197
626	0.96024
627	0.9593
628	0.96128
629	0.96395
630	0.96818
631	0.9704
632	0.97164
633	0.9712
634	0.97333
635	0.97775
636	0.98109
637	0.98095
638	0.97933
639	0.97786
640	0.97809
641	0.9819
642	0.98586
643	0.98873
644	0.99089
645	0.99306
646	0.99535
647	0.99773
648	0.99981
649	1
650	0.99954
651	0.99873
652	0.99806
653	0.9961
654	0.99411
655	0.99121
656	0.98819
657	0.98647
658	0.98404
659	0.98147
660	0.97771
661	0.9739
662	0.96919
663	0.96459
664	0.95775
665	0.95047
666	0.9424
667	0.9345
668	0.9277
669	0.92131
670	0.91578
671	0.9111
672	0.90634
673	0.90044
674	0.89458
675	0.88569
676	0.87474
677	0.86365
678	0.85279
679	0.84275
680	0.83282
681	0.82154
682	0.80806
683	0.7929
684	0.77776
685	0.76259
686	0.74734
687	0.73113
688	0.71444
689	0.69518
690	0.67443
691	0.65268
692	0.62989
693	0.60703
694	0.58365
695	0.56068
696	0.53829
697	0.51568
698	0.49302
699	0.47039
700	0.44814
701	0.42686
702	0.40657
703	0.38656
704	0.36642
705	0.34753
706	0.32935
707	0.3129
708	0.29636
709	0.28071
710	0.26503
711	0.25022
712	0.23628
713	0.22338
714	0.21165
715	0.2008
716	0.1905
717	0.18014
718	0.17031
719	0.16085
720	0.15248
721	0.14498
722	0.13778
723	0.13098
724	0.12465
725	0.11882
726	0.11374
727	0.10907
728	0.10465
729	0.1001
730	0.09568
731	0.09164
732	0.08803
733	0.08446
734	0.0813
735	0.07813
736	0.07519
737	0.07239
738	0.06983
739	0.06733
740	0.06509
741	0.063
742	0.06104
743	0.05923
744	0.05751
745	0.0558
746	0.05391
747	0.05213
748	0.05073
749	0.0496
750	0.04856
751	0.04754
752	0.04646
753	0.04533
754	0.04445
755	0.04358
756	0.04268
757	0.04167
758	0.04087
759	0.04008
760	0.03945
761	0.03885
762	0.03831
763	0.03776
764	0.0372
765	0.03659
766	0.03586
767	0.03524
768	0.03471
769	0.03415
770	0.03369
771	0.03317
772	0.03267
773	0.03221
774	0.03175
775	0.0313
776	0.03075
777	0.03009
778	0.02946
779	0.02888
780	0.02828
781	0.02771
782	0.02691
783	0.02614
784	0.02557
785	0.02497
786	0.02429
787	0.02367
788	0.02313
789	0.02248
790	0.02197
791	0.02141
792	0.02088
793	0.02036
794	0.01982
795	0.01924
796	0.01868
797	0.01805
798	0.01749
799	0.01703
800	0.01656
801	0.01617
802	0.01579
803	0.01534
804	0.01485
805	0.0145
806	0.01398
807	0.01355
808	0.01311
809	0.01271
810	0.01223
811	0.01182
812	0.01146
813	0.01139
814	0.01129
815	0.01116
816	0.01084
817	0.01046
818	0.0101
819	0.00987
820	0.00967
821	0.00959
822	0.00952
823	0.00943
824	0.00922
825	0.00906
826	0.00898
827	0.0089
828	0.00882
829	0.00866
830	0.00853
831	0.00848
832	0.00843
833	0.00846
834	0.00851
835	0.00847
836	0.00851
837	0.00864
838	0.00877
839	0.00881
840	0.00878
841	0.00874
842	0.00869
843	0.00876
844	0.00882
845	0.00889
846	0.00898
847	0.00911
848	0.00927
849	0.00942
850	0.00943
851	0.00959
852	0.00967
853	0.00981
854	0.01004
855	0.01015
856	0.01023
857	0.01037
858	0.01054
859	0.01076
860	0.01093
861	0.01105
862	0.01112
863	0.01122
864	0.01136
865	0.01141
866	0.0114
867	0.01126
868	0.01114
869	0.01108
870	0.01098
871	0.01073
872	0.01045
873	0.01011
874	0.00975
875	0.00945
876	0.00908
877	0.00874
878	0.00836
879	0.00806
880	0.00784
881	0.00756
882	0.00725
883	0.00695
884	0.00656
885	0.0062
886	0.0059
887	0.00556
888	0.00529
889	0.00515
890	0.00493
891	0.00464
892	0.00442
893	0.00416
894	0.00399
895	0.00387
896	0.00362
897	0.00333
898	0.0032
899	0.003
900	0.00293
901	0.00287
902	0.00274
903	0.00263
904	0.00243
905	0.00221
906	0.00216
907	0.00203
908	0.00198
909	0.0019
910	0.00177
911	0.00171
912	0.00165
913	0.00162
914	0.00154
915	0.00146
916	0.00139
917	0.00138
918	0.00138
919	0.00135
920	0.00131
921	0.00121
922	0.00108
923	0.00101
924	0.00102
925	0.00106
926	0.00109
927	0.00105
928	0.00089
929	0.00082
930	0.00082
931	0.00086
932	0.00084
933	0.00087
934	0.00089
935	0.00084
936	0.00072
937	0.00061
938	0.00053
939	0.00053
940	0.00057
941	0.00052
942	0.00045
943	0.00044
944	0.00037
945	0.00032
946	0.00035
947	0.00031
948	0.00032
949	0.00031
950	0.00033
951	0.00036
952	0.00033
953	0.00023
954	0.00023
955	0.00024
956	0.00032
957	0.00039
958	0.00042
959	0.00038
960	0.00046
961	0.00035
962	0.00036
963	0.00041
964	0.00047
965	0.00053
966	0.00046
967	0.00052
968	0.00052
969	0.00057
970	0.00046
971	0.00037
972	0.00021
973	0.00022
974	0.00024
975	0.00035
976	0.00053
977	0.00053
978	0.00046
979	0.00031
980	0.00025
981	0.00018
982	0.00026
983	0.00019
984	0.00011
985	0.00012
986	0.00005
987	0.00009
988	0.00023
989	0.00026
990	0.00042
991	0.00041
992	0.00029
993	0.00019
994	0.00007
995	0.00002
996	0
997	0.00005
998	0.00009
999	0.00014
1000	0.0002
